term,date,datetime,minute,count
barcelona,04-23,2013-04-23 18:15:00,-30,3320
barcelona,04-23,2013-04-23 18:16:00,-29,3263
barcelona,04-23,2013-04-23 18:17:00,-28,3256
barcelona,04-23,2013-04-23 18:18:00,-27,3216
barcelona,04-23,2013-04-23 18:19:00,-26,3268
barcelona,04-23,2013-04-23 18:20:00,-25,3259
barcelona,04-23,2013-04-23 18:21:00,-24,3415
barcelona,04-23,2013-04-23 18:22:00,-23,3335
barcelona,04-23,2013-04-23 18:23:00,-22,3372
barcelona,04-23,2013-04-23 18:24:00,-21,3662
barcelona,04-23,2013-04-23 18:25:00,-20,3933
barcelona,04-23,2013-04-23 18:26:00,-19,3804
barcelona,04-23,2013-04-23 18:27:00,-18,3718
barcelona,04-23,2013-04-23 18:28:00,-17,3816
barcelona,04-23,2013-04-23 18:29:00,-16,4028
barcelona,04-23,2013-04-23 18:30:00,-15,4484
barcelona,04-23,2013-04-23 18:31:00,-14,5003
barcelona,04-23,2013-04-23 18:32:00,-13,5159
barcelona,04-23,2013-04-23 18:33:00,-12,5246
barcelona,04-23,2013-04-23 18:34:00,-11,5578
barcelona,04-23,2013-04-23 18:35:00,-10,5618
barcelona,04-23,2013-04-23 18:36:00,-9,5735
barcelona,04-23,2013-04-23 18:37:00,-8,6035
barcelona,04-23,2013-04-23 18:38:00,-7,6356
barcelona,04-23,2013-04-23 18:39:00,-6,6875
barcelona,04-23,2013-04-23 18:40:00,-5,7823
barcelona,04-23,2013-04-23 18:41:00,-4,9012
barcelona,04-23,2013-04-23 18:42:00,-3,10055
barcelona,04-23,2013-04-23 18:43:00,-2,11227
barcelona,04-23,2013-04-23 18:44:00,-1,11755
barcelona,04-23,2013-04-23 18:45:00,0,15662
barcelona,04-23,2013-04-23 18:46:00,1,11690
barcelona,04-23,2013-04-23 18:47:00,2,11019
barcelona,04-23,2013-04-23 18:48:00,3,9177
barcelona,04-23,2013-04-23 18:49:00,4,7635
barcelona,04-23,2013-04-23 18:50:00,5,7320
barcelona,04-23,2013-04-23 18:51:00,6,6445
barcelona,04-23,2013-04-23 18:52:00,7,5728
barcelona,04-23,2013-04-23 18:53:00,8,6486
barcelona,04-23,2013-04-23 18:54:00,9,6114
barcelona,04-23,2013-04-23 18:55:00,10,5395
barcelona,04-23,2013-04-23 18:56:00,11,5455
barcelona,04-23,2013-04-23 18:57:00,12,5228
barcelona,04-23,2013-04-23 18:58:00,13,5616
barcelona,04-23,2013-04-23 18:59:00,14,5688
barcelona,04-23,2013-04-23 19:00:00,15,5027
barcelona,04-23,2013-04-23 19:01:00,16,6363
barcelona,04-23,2013-04-23 19:02:00,17,6853
barcelona,04-23,2013-04-23 19:03:00,18,6171
barcelona,04-23,2013-04-23 19:04:00,19,5490
barcelona,04-23,2013-04-23 19:05:00,20,4857
barcelona,04-23,2013-04-23 19:06:00,21,4641
barcelona,04-23,2013-04-23 19:07:00,22,4968
barcelona,04-23,2013-04-23 19:08:00,23,4990
barcelona,04-23,2013-04-23 19:09:00,24,10120
barcelona,04-23,2013-04-23 19:10:00,25,22037
barcelona,04-23,2013-04-23 19:11:00,26,18587
barcelona,04-23,2013-04-23 19:12:00,27,12846
barcelona,04-23,2013-04-23 19:13:00,28,10495
barcelona,04-23,2013-04-23 19:14:00,29,9338
barcelona,04-23,2013-04-23 19:15:00,30,8124
barcelona,04-23,2013-04-23 19:16:00,31,7479
barcelona,04-23,2013-04-23 19:17:00,32,12772
barcelona,04-23,2013-04-23 19:18:00,33,15138
barcelona,04-23,2013-04-23 19:19:00,34,11391
barcelona,04-23,2013-04-23 19:20:00,35,9330
barcelona,04-23,2013-04-23 19:21:00,36,8574
barcelona,04-23,2013-04-23 19:22:00,37,8966
barcelona,04-23,2013-04-23 19:23:00,38,8461
barcelona,04-23,2013-04-23 19:24:00,39,8242
barcelona,04-23,2013-04-23 19:25:00,40,7545
barcelona,04-23,2013-04-23 19:26:00,41,6872
barcelona,04-23,2013-04-23 19:27:00,42,6877
barcelona,04-23,2013-04-23 19:28:00,43,6402
barcelona,04-23,2013-04-23 19:29:00,44,6269
barcelona,04-23,2013-04-23 19:30:00,45,9569
barcelona,04-23,2013-04-23 19:31:00,46,15073
barcelona,04-23,2013-04-23 19:32:00,47,13106
barcelona,04-23,2013-04-23 19:33:00,48,11589
barcelona,04-23,2013-04-23 19:34:00,49,9936
barcelona,04-23,2013-04-23 19:35:00,50,9320
barcelona,04-23,2013-04-23 19:36:00,51,9051
barcelona,04-23,2013-04-23 19:37:00,52,8262
barcelona,04-23,2013-04-23 19:38:00,53,8035
barcelona,04-23,2013-04-23 19:39:00,54,7737
barcelona,04-23,2013-04-23 19:40:00,55,7496
barcelona,04-23,2013-04-23 19:41:00,56,7178
barcelona,04-23,2013-04-23 19:42:00,57,6888
barcelona,04-23,2013-04-23 19:43:00,58,6755
barcelona,04-23,2013-04-23 19:44:00,59,6599
barcelona,04-23,2013-04-23 19:45:00,60,7575
barcelona,04-23,2013-04-23 19:46:00,61,7552
barcelona,04-23,2013-04-23 19:47:00,62,6133
barcelona,04-23,2013-04-23 19:48:00,63,5446
barcelona,04-23,2013-04-23 19:49:00,64,14057
barcelona,04-23,2013-04-23 19:50:00,65,33195
barcelona,04-23,2013-04-23 19:51:00,66,24107
barcelona,04-23,2013-04-23 19:52:00,67,19201
barcelona,04-23,2013-04-23 19:53:00,68,18333
barcelona,04-23,2013-04-23 19:54:00,69,14568
barcelona,04-23,2013-04-23 19:55:00,70,17519
barcelona,04-23,2013-04-23 19:56:00,71,14932
barcelona,04-23,2013-04-23 19:57:00,72,12491
barcelona,04-23,2013-04-23 19:58:00,73,13592
barcelona,04-23,2013-04-23 19:59:00,74,11087
barcelona,04-23,2013-04-23 20:00:00,75,10834
barcelona,04-23,2013-04-23 20:01:00,76,10306
barcelona,04-23,2013-04-23 20:02:00,77,10057
barcelona,04-23,2013-04-23 20:03:00,78,9527
barcelona,04-23,2013-04-23 20:04:00,79,9304
barcelona,04-23,2013-04-23 20:05:00,80,8640
barcelona,04-23,2013-04-23 20:06:00,81,8113
barcelona,04-23,2013-04-23 20:07:00,82,8438
barcelona,04-23,2013-04-23 20:08:00,83,8796
barcelona,04-23,2013-04-23 20:09:00,84,8112
barcelona,04-23,2013-04-23 20:10:00,85,7662
barcelona,04-23,2013-04-23 20:11:00,86,7640
barcelona,04-23,2013-04-23 20:12:00,87,7045
barcelona,04-23,2013-04-23 20:13:00,88,38509
barcelona,04-23,2013-04-23 20:14:00,89,44484
barcelona,04-23,2013-04-23 20:15:00,90,39223
barcelona,04-23,2013-04-23 20:16:00,91,30541
barcelona,04-23,2013-04-23 20:17:00,92,29973
barcelona,04-23,2013-04-23 20:18:00,93,25897
barcelona,04-23,2013-04-23 20:19:00,94,21591
barcelona,04-23,2013-04-23 20:20:00,95,20894
barcelona,04-23,2013-04-23 20:21:00,96,22805
barcelona,04-23,2013-04-23 20:22:00,97,96477
barcelona,04-23,2013-04-23 20:23:00,98,86346
barcelona,04-23,2013-04-23 20:24:00,99,70020
barcelona,04-23,2013-04-23 20:25:00,100,61038
barcelona,04-23,2013-04-23 20:26:00,101,47122
barcelona,04-23,2013-04-23 20:27:00,102,45444
barcelona,04-23,2013-04-23 20:28:00,103,41829
barcelona,04-23,2013-04-23 20:29:00,104,35847
barcelona,04-23,2013-04-23 20:30:00,105,39875
barcelona,04-23,2013-04-23 20:31:00,106,37556
barcelona,04-23,2013-04-23 20:32:00,107,39152
barcelona,04-23,2013-04-23 20:33:00,108,36515
barcelona,04-23,2013-04-23 20:34:00,109,54705
barcelona,04-23,2013-04-23 20:35:00,110,54894
barcelona,04-23,2013-04-23 20:36:00,111,48424
barcelona,04-23,2013-04-23 20:37:00,112,44106
barcelona,04-23,2013-04-23 20:38:00,113,40116
barcelona,04-23,2013-04-23 20:39:00,114,37597
barcelona,04-23,2013-04-23 20:40:00,115,34789
barcelona,04-23,2013-04-23 20:41:00,116,33368
barcelona,04-23,2013-04-23 20:42:00,117,31218
barcelona,04-23,2013-04-23 20:43:00,118,29506
barcelona,04-23,2013-04-23 20:44:00,119,27680
barcelona,04-23,2013-04-23 20:45:00,120,26124
barcelona,04-23,2013-04-23 20:46:00,121,25143
barcelona,04-23,2013-04-23 20:47:00,122,24287
barcelona,04-23,2013-04-23 20:48:00,123,22968
barcelona,04-23,2013-04-23 20:49:00,124,21810
barcelona,04-23,2013-04-23 20:50:00,125,20903
barcelona,04-23,2013-04-23 20:51:00,126,19655
barcelona,04-23,2013-04-23 20:52:00,127,19032
barcelona,04-23,2013-04-23 20:53:00,128,18092
barcelona,04-23,2013-04-23 20:54:00,129,17986
barcelona,04-23,2013-04-23 20:55:00,130,16973
barcelona,04-23,2013-04-23 20:56:00,131,16451
barcelona,04-23,2013-04-23 20:57:00,132,15922
barcelona,04-23,2013-04-23 20:58:00,133,14806
barcelona,04-23,2013-04-23 20:59:00,134,14548
barcelona,04-23,2013-04-23 21:00:00,135,13923
barcelona,04-23,2013-04-23 21:01:00,136,13558
barcelona,04-23,2013-04-23 21:02:00,137,12988
barcelona,04-23,2013-04-23 21:03:00,138,12639
barcelona,04-23,2013-04-23 21:04:00,139,12357
barcelona,04-23,2013-04-23 21:05:00,140,11439
barcelona,04-23,2013-04-23 21:06:00,141,11187
barcelona,04-23,2013-04-23 21:07:00,142,11167
barcelona,04-23,2013-04-23 21:08:00,143,10662
barcelona,04-23,2013-04-23 21:09:00,144,10240
barcelona,04-23,2013-04-23 21:10:00,145,9973
barcelona,04-23,2013-04-23 21:11:00,146,9862
barcelona,04-23,2013-04-23 21:12:00,147,9524
barcelona,04-23,2013-04-23 21:13:00,148,9289
barcelona,04-23,2013-04-23 21:14:00,149,8906
barcelona,04-23,2013-04-23 21:15:00,150,8636
bayernmunich,04-23,2013-04-23 18:15:00,-30,2220
bayernmunich,04-23,2013-04-23 18:16:00,-29,2178
bayernmunich,04-23,2013-04-23 18:17:00,-28,2291
bayernmunich,04-23,2013-04-23 18:18:00,-27,2335
bayernmunich,04-23,2013-04-23 18:19:00,-26,2294
bayernmunich,04-23,2013-04-23 18:20:00,-25,2336
bayernmunich,04-23,2013-04-23 18:21:00,-24,2508
bayernmunich,04-23,2013-04-23 18:22:00,-23,2286
bayernmunich,04-23,2013-04-23 18:23:00,-22,2288
bayernmunich,04-23,2013-04-23 18:24:00,-21,2431
bayernmunich,04-23,2013-04-23 18:25:00,-20,2662
bayernmunich,04-23,2013-04-23 18:26:00,-19,2463
bayernmunich,04-23,2013-04-23 18:27:00,-18,2501
bayernmunich,04-23,2013-04-23 18:28:00,-17,2672
bayernmunich,04-23,2013-04-23 18:29:00,-16,2799
bayernmunich,04-23,2013-04-23 18:30:00,-15,3155
bayernmunich,04-23,2013-04-23 18:31:00,-14,3535
bayernmunich,04-23,2013-04-23 18:32:00,-13,3731
bayernmunich,04-23,2013-04-23 18:33:00,-12,3831
bayernmunich,04-23,2013-04-23 18:34:00,-11,4373
bayernmunich,04-23,2013-04-23 18:35:00,-10,4044
bayernmunich,04-23,2013-04-23 18:36:00,-9,4041
bayernmunich,04-23,2013-04-23 18:37:00,-8,4277
bayernmunich,04-23,2013-04-23 18:38:00,-7,4594
bayernmunich,04-23,2013-04-23 18:39:00,-6,4872
bayernmunich,04-23,2013-04-23 18:40:00,-5,5907
bayernmunich,04-23,2013-04-23 18:41:00,-4,7127
bayernmunich,04-23,2013-04-23 18:42:00,-3,7721
bayernmunich,04-23,2013-04-23 18:43:00,-2,8661
bayernmunich,04-23,2013-04-23 18:44:00,-1,9044
bayernmunich,04-23,2013-04-23 18:45:00,0,12464
bayernmunich,04-23,2013-04-23 18:46:00,1,9085
bayernmunich,04-23,2013-04-23 18:47:00,2,11597
bayernmunich,04-23,2013-04-23 18:48:00,3,8135
bayernmunich,04-23,2013-04-23 18:49:00,4,6398
bayernmunich,04-23,2013-04-23 18:50:00,5,5970
bayernmunich,04-23,2013-04-23 18:51:00,6,4993
bayernmunich,04-23,2013-04-23 18:52:00,7,4260
bayernmunich,04-23,2013-04-23 18:53:00,8,4891
bayernmunich,04-23,2013-04-23 18:54:00,9,4552
bayernmunich,04-23,2013-04-23 18:55:00,10,4023
bayernmunich,04-23,2013-04-23 18:56:00,11,3924
bayernmunich,04-23,2013-04-23 18:57:00,12,3622
bayernmunich,04-23,2013-04-23 18:58:00,13,3468
bayernmunich,04-23,2013-04-23 18:59:00,14,3407
bayernmunich,04-23,2013-04-23 19:00:00,15,3544
bayernmunich,04-23,2013-04-23 19:01:00,16,4913
bayernmunich,04-23,2013-04-23 19:02:00,17,4871
bayernmunich,04-23,2013-04-23 19:03:00,18,5333
bayernmunich,04-23,2013-04-23 19:04:00,19,4251
bayernmunich,04-23,2013-04-23 19:05:00,20,3573
bayernmunich,04-23,2013-04-23 19:06:00,21,3325
bayernmunich,04-23,2013-04-23 19:07:00,22,3339
bayernmunich,04-23,2013-04-23 19:08:00,23,3308
bayernmunich,04-23,2013-04-23 19:09:00,24,28346
bayernmunich,04-23,2013-04-23 19:10:00,25,40187
bayernmunich,04-23,2013-04-23 19:11:00,26,24585
bayernmunich,04-23,2013-04-23 19:12:00,27,15174
bayernmunich,04-23,2013-04-23 19:13:00,28,11387
bayernmunich,04-23,2013-04-23 19:14:00,29,9389
bayernmunich,04-23,2013-04-23 19:15:00,30,7767
bayernmunich,04-23,2013-04-23 19:16:00,31,8638
bayernmunich,04-23,2013-04-23 19:17:00,32,10069
bayernmunich,04-23,2013-04-23 19:18:00,33,10494
bayernmunich,04-23,2013-04-23 19:19:00,34,8518
bayernmunich,04-23,2013-04-23 19:20:00,35,7598
bayernmunich,04-23,2013-04-23 19:21:00,36,6771
bayernmunich,04-23,2013-04-23 19:22:00,37,6465
bayernmunich,04-23,2013-04-23 19:23:00,38,5614
bayernmunich,04-23,2013-04-23 19:24:00,39,5352
bayernmunich,04-23,2013-04-23 19:25:00,40,5090
bayernmunich,04-23,2013-04-23 19:26:00,41,4593
bayernmunich,04-23,2013-04-23 19:27:00,42,4511
bayernmunich,04-23,2013-04-23 19:28:00,43,4351
bayernmunich,04-23,2013-04-23 19:29:00,44,4275
bayernmunich,04-23,2013-04-23 19:30:00,45,7681
bayernmunich,04-23,2013-04-23 19:31:00,46,12876
bayernmunich,04-23,2013-04-23 19:32:00,47,10712
bayernmunich,04-23,2013-04-23 19:33:00,48,9232
bayernmunich,04-23,2013-04-23 19:34:00,49,7951
bayernmunich,04-23,2013-04-23 19:35:00,50,7206
bayernmunich,04-23,2013-04-23 19:36:00,51,6765
bayernmunich,04-23,2013-04-23 19:37:00,52,6089
bayernmunich,04-23,2013-04-23 19:38:00,53,5871
bayernmunich,04-23,2013-04-23 19:39:00,54,5584
bayernmunich,04-23,2013-04-23 19:40:00,55,5403
bayernmunich,04-23,2013-04-23 19:41:00,56,4975
bayernmunich,04-23,2013-04-23 19:42:00,57,4716
bayernmunich,04-23,2013-04-23 19:43:00,58,4437
bayernmunich,04-23,2013-04-23 19:44:00,59,4350
bayernmunich,04-23,2013-04-23 19:45:00,60,4994
bayernmunich,04-23,2013-04-23 19:46:00,61,4946
bayernmunich,04-23,2013-04-23 19:47:00,62,3947
bayernmunich,04-23,2013-04-23 19:48:00,63,3293
bayernmunich,04-23,2013-04-23 19:49:00,64,17205
bayernmunich,04-23,2013-04-23 19:50:00,65,34212
bayernmunich,04-23,2013-04-23 19:51:00,66,21214
bayernmunich,04-23,2013-04-23 19:52:00,67,15768
bayernmunich,04-23,2013-04-23 19:53:00,68,14363
bayernmunich,04-23,2013-04-23 19:54:00,69,11973
bayernmunich,04-23,2013-04-23 19:55:00,70,14526
bayernmunich,04-23,2013-04-23 19:56:00,71,11907
bayernmunich,04-23,2013-04-23 19:57:00,72,10223
bayernmunich,04-23,2013-04-23 19:58:00,73,10466
bayernmunich,04-23,2013-04-23 19:59:00,74,7831
bayernmunich,04-23,2013-04-23 20:00:00,75,7929
bayernmunich,04-23,2013-04-23 20:01:00,76,8000
bayernmunich,04-23,2013-04-23 20:02:00,77,7593
bayernmunich,04-23,2013-04-23 20:03:00,78,6938
bayernmunich,04-23,2013-04-23 20:04:00,79,6624
bayernmunich,04-23,2013-04-23 20:05:00,80,5931
bayernmunich,04-23,2013-04-23 20:06:00,81,5384
bayernmunich,04-23,2013-04-23 20:07:00,82,5334
bayernmunich,04-23,2013-04-23 20:08:00,83,5681
bayernmunich,04-23,2013-04-23 20:09:00,84,4856
bayernmunich,04-23,2013-04-23 20:10:00,85,4816
bayernmunich,04-23,2013-04-23 20:11:00,86,5736
bayernmunich,04-23,2013-04-23 20:12:00,87,5148
bayernmunich,04-23,2013-04-23 20:13:00,88,33116
bayernmunich,04-23,2013-04-23 20:14:00,89,35919
bayernmunich,04-23,2013-04-23 20:15:00,90,30971
bayernmunich,04-23,2013-04-23 20:16:00,91,22608
bayernmunich,04-23,2013-04-23 20:17:00,92,20676
bayernmunich,04-23,2013-04-23 20:18:00,93,18427
bayernmunich,04-23,2013-04-23 20:19:00,94,15247
bayernmunich,04-23,2013-04-23 20:20:00,95,14435
bayernmunich,04-23,2013-04-23 20:21:00,96,15419
bayernmunich,04-23,2013-04-23 20:22:00,97,65088
bayernmunich,04-23,2013-04-23 20:23:00,98,62889
bayernmunich,04-23,2013-04-23 20:24:00,99,50153
bayernmunich,04-23,2013-04-23 20:25:00,100,42588
bayernmunich,04-23,2013-04-23 20:26:00,101,32963
bayernmunich,04-23,2013-04-23 20:27:00,102,32093
bayernmunich,04-23,2013-04-23 20:28:00,103,29517
bayernmunich,04-23,2013-04-23 20:29:00,104,22829
bayernmunich,04-23,2013-04-23 20:30:00,105,22978
bayernmunich,04-23,2013-04-23 20:31:00,106,22930
bayernmunich,04-23,2013-04-23 20:32:00,107,22693
bayernmunich,04-23,2013-04-23 20:33:00,108,23519
bayernmunich,04-23,2013-04-23 20:34:00,109,45903
bayernmunich,04-23,2013-04-23 20:35:00,110,45081
bayernmunich,04-23,2013-04-23 20:36:00,111,39493
bayernmunich,04-23,2013-04-23 20:37:00,112,35183
bayernmunich,04-23,2013-04-23 20:38:00,113,31461
bayernmunich,04-23,2013-04-23 20:39:00,114,28643
bayernmunich,04-23,2013-04-23 20:40:00,115,26336
bayernmunich,04-23,2013-04-23 20:41:00,116,25007
bayernmunich,04-23,2013-04-23 20:42:00,117,22837
bayernmunich,04-23,2013-04-23 20:43:00,118,20983
bayernmunich,04-23,2013-04-23 20:44:00,119,19883
bayernmunich,04-23,2013-04-23 20:45:00,120,18659
bayernmunich,04-23,2013-04-23 20:46:00,121,17625
bayernmunich,04-23,2013-04-23 20:47:00,122,16730
bayernmunich,04-23,2013-04-23 20:48:00,123,15735
bayernmunich,04-23,2013-04-23 20:49:00,124,14806
bayernmunich,04-23,2013-04-23 20:50:00,125,13743
bayernmunich,04-23,2013-04-23 20:51:00,126,12690
bayernmunich,04-23,2013-04-23 20:52:00,127,12605
bayernmunich,04-23,2013-04-23 20:53:00,128,11923
bayernmunich,04-23,2013-04-23 20:54:00,129,11313
bayernmunich,04-23,2013-04-23 20:55:00,130,10515
bayernmunich,04-23,2013-04-23 20:56:00,131,10375
bayernmunich,04-23,2013-04-23 20:57:00,132,10005
bayernmunich,04-23,2013-04-23 20:58:00,133,9662
bayernmunich,04-23,2013-04-23 20:59:00,134,9316
bayernmunich,04-23,2013-04-23 21:00:00,135,9200
bayernmunich,04-23,2013-04-23 21:01:00,136,8842
bayernmunich,04-23,2013-04-23 21:02:00,137,8571
bayernmunich,04-23,2013-04-23 21:03:00,138,7881
bayernmunich,04-23,2013-04-23 21:04:00,139,8027
bayernmunich,04-23,2013-04-23 21:05:00,140,7717
bayernmunich,04-23,2013-04-23 21:06:00,141,7366
bayernmunich,04-23,2013-04-23 21:07:00,142,7353
bayernmunich,04-23,2013-04-23 21:08:00,143,6995
bayernmunich,04-23,2013-04-23 21:09:00,144,6600
bayernmunich,04-23,2013-04-23 21:10:00,145,6299
bayernmunich,04-23,2013-04-23 21:11:00,146,6122
bayernmunich,04-23,2013-04-23 21:12:00,147,5996
bayernmunich,04-23,2013-04-23 21:13:00,148,6056
bayernmunich,04-23,2013-04-23 21:14:00,149,6076
bayernmunich,04-23,2013-04-23 21:15:00,150,5817
dortmund,04-23,2013-04-23 18:15:00,-30,208
dortmund,04-23,2013-04-23 18:16:00,-29,227
dortmund,04-23,2013-04-23 18:17:00,-28,186
dortmund,04-23,2013-04-23 18:18:00,-27,196
dortmund,04-23,2013-04-23 18:19:00,-26,205
dortmund,04-23,2013-04-23 18:20:00,-25,181
dortmund,04-23,2013-04-23 18:21:00,-24,158
dortmund,04-23,2013-04-23 18:22:00,-23,156
dortmund,04-23,2013-04-23 18:23:00,-22,151
dortmund,04-23,2013-04-23 18:24:00,-21,175
dortmund,04-23,2013-04-23 18:25:00,-20,143
dortmund,04-23,2013-04-23 18:26:00,-19,164
dortmund,04-23,2013-04-23 18:27:00,-18,261
dortmund,04-23,2013-04-23 18:28:00,-17,167
dortmund,04-23,2013-04-23 18:29:00,-16,177
dortmund,04-23,2013-04-23 18:30:00,-15,141
dortmund,04-23,2013-04-23 18:31:00,-14,184
dortmund,04-23,2013-04-23 18:32:00,-13,165
dortmund,04-23,2013-04-23 18:33:00,-12,164
dortmund,04-23,2013-04-23 18:34:00,-11,190
dortmund,04-23,2013-04-23 18:35:00,-10,184
dortmund,04-23,2013-04-23 18:36:00,-9,173
dortmund,04-23,2013-04-23 18:37:00,-8,176
dortmund,04-23,2013-04-23 18:38:00,-7,197
dortmund,04-23,2013-04-23 18:39:00,-6,202
dortmund,04-23,2013-04-23 18:40:00,-5,186
dortmund,04-23,2013-04-23 18:41:00,-4,214
dortmund,04-23,2013-04-23 18:42:00,-3,244
dortmund,04-23,2013-04-23 18:43:00,-2,212
dortmund,04-23,2013-04-23 18:44:00,-1,224
dortmund,04-23,2013-04-23 18:45:00,0,201
dortmund,04-23,2013-04-23 18:46:00,1,171
dortmund,04-23,2013-04-23 18:47:00,2,154
dortmund,04-23,2013-04-23 18:48:00,3,127
dortmund,04-23,2013-04-23 18:49:00,4,166
dortmund,04-23,2013-04-23 18:50:00,5,160
dortmund,04-23,2013-04-23 18:51:00,6,143
dortmund,04-23,2013-04-23 18:52:00,7,112
dortmund,04-23,2013-04-23 18:53:00,8,104
dortmund,04-23,2013-04-23 18:54:00,9,129
dortmund,04-23,2013-04-23 18:55:00,10,102
dortmund,04-23,2013-04-23 18:56:00,11,98
dortmund,04-23,2013-04-23 18:57:00,12,105
dortmund,04-23,2013-04-23 18:58:00,13,100
dortmund,04-23,2013-04-23 18:59:00,14,120
dortmund,04-23,2013-04-23 19:00:00,15,97
dortmund,04-23,2013-04-23 19:01:00,16,121
dortmund,04-23,2013-04-23 19:02:00,17,121
dortmund,04-23,2013-04-23 19:03:00,18,109
dortmund,04-23,2013-04-23 19:04:00,19,141
dortmund,04-23,2013-04-23 19:05:00,20,113
dortmund,04-23,2013-04-23 19:06:00,21,104
dortmund,04-23,2013-04-23 19:07:00,22,112
dortmund,04-23,2013-04-23 19:08:00,23,127
dortmund,04-23,2013-04-23 19:09:00,24,116
dortmund,04-23,2013-04-23 19:10:00,25,155
dortmund,04-23,2013-04-23 19:11:00,26,204
dortmund,04-23,2013-04-23 19:12:00,27,211
dortmund,04-23,2013-04-23 19:13:00,28,205
dortmund,04-23,2013-04-23 19:14:00,29,219
dortmund,04-23,2013-04-23 19:15:00,30,205
dortmund,04-23,2013-04-23 19:16:00,31,154
dortmund,04-23,2013-04-23 19:17:00,32,236
dortmund,04-23,2013-04-23 19:18:00,33,179
dortmund,04-23,2013-04-23 19:19:00,34,180
dortmund,04-23,2013-04-23 19:20:00,35,163
dortmund,04-23,2013-04-23 19:21:00,36,158
dortmund,04-23,2013-04-23 19:22:00,37,151
dortmund,04-23,2013-04-23 19:23:00,38,149
dortmund,04-23,2013-04-23 19:24:00,39,149
dortmund,04-23,2013-04-23 19:25:00,40,141
dortmund,04-23,2013-04-23 19:26:00,41,151
dortmund,04-23,2013-04-23 19:27:00,42,198
dortmund,04-23,2013-04-23 19:28:00,43,134
dortmund,04-23,2013-04-23 19:29:00,44,121
dortmund,04-23,2013-04-23 19:30:00,45,155
dortmund,04-23,2013-04-23 19:31:00,46,165
dortmund,04-23,2013-04-23 19:32:00,47,167
dortmund,04-23,2013-04-23 19:33:00,48,218
dortmund,04-23,2013-04-23 19:34:00,49,180
dortmund,04-23,2013-04-23 19:35:00,50,200
dortmund,04-23,2013-04-23 19:36:00,51,184
dortmund,04-23,2013-04-23 19:37:00,52,185
dortmund,04-23,2013-04-23 19:38:00,53,214
dortmund,04-23,2013-04-23 19:39:00,54,220
dortmund,04-23,2013-04-23 19:40:00,55,232
dortmund,04-23,2013-04-23 19:41:00,56,171
dortmund,04-23,2013-04-23 19:42:00,57,212
dortmund,04-23,2013-04-23 19:43:00,58,210
dortmund,04-23,2013-04-23 19:44:00,59,214
dortmund,04-23,2013-04-23 19:45:00,60,185
dortmund,04-23,2013-04-23 19:46:00,61,160
dortmund,04-23,2013-04-23 19:47:00,62,149
dortmund,04-23,2013-04-23 19:48:00,63,172
dortmund,04-23,2013-04-23 19:49:00,64,164
dortmund,04-23,2013-04-23 19:50:00,65,282
dortmund,04-23,2013-04-23 19:51:00,66,251
dortmund,04-23,2013-04-23 19:52:00,67,295
dortmund,04-23,2013-04-23 19:53:00,68,322
dortmund,04-23,2013-04-23 19:54:00,69,281
dortmund,04-23,2013-04-23 19:55:00,70,297
dortmund,04-23,2013-04-23 19:56:00,71,333
dortmund,04-23,2013-04-23 19:57:00,72,288
dortmund,04-23,2013-04-23 19:58:00,73,292
dortmund,04-23,2013-04-23 19:59:00,74,238
dortmund,04-23,2013-04-23 20:00:00,75,245
dortmund,04-23,2013-04-23 20:01:00,76,219
dortmund,04-23,2013-04-23 20:02:00,77,258
dortmund,04-23,2013-04-23 20:03:00,78,236
dortmund,04-23,2013-04-23 20:04:00,79,264
dortmund,04-23,2013-04-23 20:05:00,80,243
dortmund,04-23,2013-04-23 20:06:00,81,220
dortmund,04-23,2013-04-23 20:07:00,82,204
dortmund,04-23,2013-04-23 20:08:00,83,252
dortmund,04-23,2013-04-23 20:09:00,84,208
dortmund,04-23,2013-04-23 20:10:00,85,206
dortmund,04-23,2013-04-23 20:11:00,86,212
dortmund,04-23,2013-04-23 20:12:00,87,179
dortmund,04-23,2013-04-23 20:13:00,88,189
dortmund,04-23,2013-04-23 20:14:00,89,348
dortmund,04-23,2013-04-23 20:15:00,90,489
dortmund,04-23,2013-04-23 20:16:00,91,533
dortmund,04-23,2013-04-23 20:17:00,92,589
dortmund,04-23,2013-04-23 20:18:00,93,633
dortmund,04-23,2013-04-23 20:19:00,94,599
dortmund,04-23,2013-04-23 20:20:00,95,551
dortmund,04-23,2013-04-23 20:21:00,96,548
dortmund,04-23,2013-04-23 20:22:00,97,664
dortmund,04-23,2013-04-23 20:23:00,98,1042
dortmund,04-23,2013-04-23 20:24:00,99,1200
dortmund,04-23,2013-04-23 20:25:00,100,1318
dortmund,04-23,2013-04-23 20:26:00,101,1202
dortmund,04-23,2013-04-23 20:27:00,102,1175
dortmund,04-23,2013-04-23 20:28:00,103,1132
dortmund,04-23,2013-04-23 20:29:00,104,1006
dortmund,04-23,2013-04-23 20:30:00,105,963
dortmund,04-23,2013-04-23 20:31:00,106,979
dortmund,04-23,2013-04-23 20:32:00,107,1040
dortmund,04-23,2013-04-23 20:33:00,108,1017
dortmund,04-23,2013-04-23 20:34:00,109,1185
dortmund,04-23,2013-04-23 20:35:00,110,1514
dortmund,04-23,2013-04-23 20:36:00,111,1599
dortmund,04-23,2013-04-23 20:37:00,112,1566
dortmund,04-23,2013-04-23 20:38:00,113,1571
